relative_path,category,extension,size_bytes,sha256,width,height,duration_seconds,encoding,line_count
bgm/Stage9.ogg,bgm,.ogg,6015429,8f1639307c5e50adc3879f4861993f88d064f46a339985b55f2d3e0c6f2cb2af,,,302.143,,
bgm/StageClear.ogg,bgm,.ogg,196522,5525f9dea00174e07e0f57667482e7d94f659bab118c3d800568011cd92bcb62,,,10.000,,
bgm/Title.ogg,bgm,.ogg,3071226,ba22aa416dc9a004ba47ecb2efe440ca493360eb047914efdcbb3a5facbcde72,,,129.947,,
bgm/Tutorial.ogg,bgm,.ogg,2466806,38e3e33308c037333395c3239dbf7ccf8b366ab6d7e66d9edc72f5be15b94483,,,124.235,,
bgm/Unlock.ogg,bgm,.ogg,56840,f73410477e4484eca7c097b6981676a7c65c0749ee21270d54336acaad4457f8,,,3.802,,
demo/LD_demo01.txt,demo,.txt,25413,995a15443d4909aa664896e33e13f105a0a23ae04a0c863ecb8a0331004615de,,,,utf-8-sig,2889
demo/LD_demo02.txt,demo,.txt,25386,b13f572cfc32e9662ea2122ec6484cb39c7483d55cae4bec9a9d9ed4e02efad9,,,,utf-8-sig,2834
demo/LD_demo03.txt,demo,.txt,25043,f7f0c23b866ef50871c3919b22dc8a8cfeaa9cd30831fd51e362a76902e9e2db,,,,utf-8-sig,2848
effect/Effect_l.png,effect,.png,1928913,1b3424576cc92124693d8627759fd6a5d18149dd68b50041e9dcf0d476bc3a15,6000,1800,,,
effect/Effect_m.png,effect,.png,286877,b3af07ea0dd042688963260ffb511d60d890931115d1c60480c76110366ee605,2000,600,,,
effect/Effect_s.png,effect,.png,47871,00f202122aef06e6cc4ea866dea8a7bffe11df50b8d067fcc7582de7bcff8c44,1000,200,,,
gallery/Achievement.png,gallery,.png,35172,6bc68512a4c0f62fa717af3f0b6ab18941182113e4ae2c1c24acb7db8e912ee4,500,100,,,
gallery/EnemyList.png,gallery,.png,1107220,6d3b6efc82ab16c2d6cc5e7e82e6ef6a53c60a9e575f4fa7095b959da99f1c46,1280,4160,,,
gallery/EnemyListPic.png,gallery,.png,8103101,8311a731fbfe69b25ed3769599357b1c4bbf5602755df3e23d5a286a8a6593ce,6000,6600,,,
gallery/EnemyListWindow.png,gallery,.png,23193,75087f87a561ef5504a157e236d5f033924295ff207f62db8eba86b70df2d496,1280,720,,,
gallery/GalleryFrame.png,gallery,.png,601,c30044dc84552f470d8ff1dd4c5da18dace2e58ded31bed981962e0a9202bd77,178,105,,,
gallery/GalleryPic.png,gallery,.png,13160098,28d7fef3d1013306cd75a90619c0de8d0f8f9826c85320e78121189c207c03f3,6400,2880,,,
gallery/GalleryPic_ch1.png,gallery,.png,13618772,a82805eb1d0ee780a099498c9aeb7a3205d02436b4d66788804e4b66e1b9f6f2,6400,2880,,,
gallery/GalleryPic_ch2.png,gallery,.png,13617523,7c1d86801360e1fd69d730bdca07782b68fcafdba3de0a4e30abcb681d7e3650,6400,2880,,,
gallery/GalleryPic_eng.png,gallery,.png,13254049,44fa5af8259f2a4386524b57ee7f503916da319e565753862e75feb36fe31275,6400,2880,,,
gallery/NoticeFrame.png,gallery,.png,463,75697da59ad271d4eeff3ad294a78d316bf0fed48321c300966ecc051fe59b0d,240,86,,,
gallery/NoticeText1.png,gallery,.png,5355,a0bb656a0872be858f919756dfc6b8b24ffd82ab8d9483e2e2df58fe741ad53f,140,80,,,
gallery/NoticeText2.png,gallery,.png,26862,83c67f80496a3947505bde951f05833fb7a932de29e353f6ba82604d3397193a,140,500,,,
gallery/NoticeText2_ch1.png,gallery,.png,38388,dbd21932afa24aea6ab7d2e5515e7c0f4c662ae355629fc9fd72365e68ce213c,140,500,,,
gallery/NoticeText2_ch2.png,gallery,.png,39118,c86aae03333c9fc5bf9b4096d8b629a5f2b4d2d91906f99df39fa952bebb42f3,140,500,,,
gallery/NoticeText2_eng.png,gallery,.png,25242,29f73709f190e42621da844783c49d24091f0f03b11bdd75e8288570201e4e2a,140,500,,,
gallery/NoticeText3.png,gallery,.png,66911,cf2b85d8039498e040ef15a0159621e53b5b7c25ee5ad00df7afdd168a46bc8c,140,1250,,,
gallery/NoticeText3_ch1.png,gallery,.png,89981,70b02f2fd9fd56ba56ed4b9876663c9fe7db1dff95b741d50f6fe97a3f745696,140,1250,,,
gallery/NoticeText3_ch2.png,gallery,.png,90513,22779e3ca9df2835be553274b023953ab0ec8240db3ca984cd430d1e5ae374f1,140,1250,,,
gallery/NoticeText3_eng.png,gallery,.png,64763,a5ad6c803be58bf819bbbec0e2de616b0177ca8af84025c58f2541116aa0dd83,140,1250,,,
player/DataWindow.png,player,.png,26650,81f1e91eba4e1b80898d95a4aa8db78c7bd89408b30237f50eb1941279fdbac7,340,380,,,
player/DataWindow2.png,player,.png,10149,b0cd68f288ad82189ebabe6e280cfdd92e9e671d13aee0c01a32c34f75e34390,600,60,,,
player/DreamGauge.png,player,.png,15415,755afaefb8538ac8c2b50f06764c2349a5f7c9810f32296e7ce2e63160a5e570,320,160,,,
player/Item.png,player,.png,41779,3b98c0ab4bbbf2f47f9ba1ae085cbf7e4002b56f02dff4116baa59cd20270949,1500,100,,,
player/PauseBack.png,player,.png,1523486,cb2dd4b1685bc6759c2dc0375591b34d330f2f66368835427c73f3d8eaf5164e,3000,1440,,,
player/PauseCount.png,player,.png,45562,00956fbfa69089613c6b25a32cf4425ac27bea31de836f6dc0623ebde2e3dc93,1280,320,,,
player/PauseMenu.png,player,.png,177674,812cb0477baa845a9b26f8f5078db090c03f2173305fcf55ce67e775c32d59dc,480,2400,,,
player/PauseMenu_ch1.png,player,.png,197205,c95a0276d35aa71223318fb80eab107453104eb488dd68ce6dd2ee09547372b0,480,2400,,,
player/PauseMenu_ch2.png,player,.png,197941,184d784223c3d13d9452000b65c07c9daca793c2973201b52787e08e95a8c01c,480,2400,,,
player/PauseMenu_eng.png,player,.png,148878,7480a874025bd55bd5707632e6b53305a8c4d5dbd78e97365d1eef934bd92345,480,2400,,,
player/Player.png,player,.png,331790,0dbd867ed046321ef3c09423beac7409585a9d3c1c68044007130d7bd84c1d2f,1200,640,,,
player/PlayerFrame.png,player,.png,1329627,10b61fcaf6705c03f65bd4664ff658d82ac278f42f9baf920f35d48223eb7874,3400,2160,,,
player/Result.png,player,.png,44652,67ab617130331a1cdca127451d77678c3e42fdf6b3fb809d813116126cf7ad08,240,1200,,,
player/StageClear.png,player,.png,212577,f1dc4a671c9551d1758f2fc4155f77e7560d0074ae6855e4fe46192719d0c807,6400,720,,,
player/State.png,player,.png,44107,676036f5f9b5334802fd5f6e29766288564c3e7b8361e6a562c633ae038ac209,200,1280,,,
player/TimeWindow.png,player,.png,15200,3e66e9f7dc1841100c35177169f6708b0f47ee97bacd8c398da7cded44050472,340,340,,,
player/Unlock.png,player,.png,202696,6b99facebd11ad844ec439fe7208414f036cfd3008287e5cb9bed45b77c41a3e,700,2430,,,
player/Unlock_ch1.png,player,.png,225851,1bc20d823c3da01e3d9dfa62a2f3666dd63bb3643a00bab1ab795acb004b84ff,700,2430,,,
player/Unlock_ch2.png,player,.png,227346,01c3667f05ba23df6bf956934fcb3b336d9e1bfdb0ce358d207a5bc9e9a836e7,700,2430,,,
player/Unlock_eng.png,player,.png,144827,c78748460958560a95fe35900be57060c877e2f50784085039efc22b9f9ababc,700,2430,,,
se/Alert.wav,se,.wav,8502,677d630fe1e1e1f239ef810bb2eb973a7b3a2059fbb2cb2bcfdf2000f192f2c0,,,0.383,,
se/Blast1.wav,se,.wav,66604,838aff078c227b3eab6c91c1cf21fcaf3831ff036679a80e8ae31849a823b040,,,0.755,,
se/Blast2.wav,se,.wav,77844,bcf55433320feae48f24c696e290c6f6cd378e47a3ed02d122e6e2b0cfef4f8f,,,1.764,,
se/Bomb1.wav,se,.wav,24772,5c27e388763e68a092fe1a26b8029fbd7b9c017c34ece9e6bda0348dc2e9b06f,,,1.121,,
se/Bomb2.wav,se,.wav,7770,4957865b5ed3917c4b81e2754298f266edc099cddee2003c1335a1e0768f394a,,,0.350,,
se/Bomb3.wav,se,.wav,55926,e368a2346c6a8d5b26deaaea664bacf291825f710546610525d04e7e8e394d0d,,,1.267,,
se/Bomb4.wav,se,.wav,21514,fa5998043f3b2155ab98917625017c992e204d74b489d806720123ba6a74940f,,,0.973,,
se/Bomb5.wav,se,.wav,89506,5659f341cef87710f3dcc6563ec14f0ad5a4582a75bbdd74f652e77f2e2fe33d,,,4.057,,
se/Bomb6.wav,se,.wav,13592,a6cb8ca05b27bb3a3e6c0862ed7425d498e12667640295da4f2deeb3afae02dc,,,0.614,,
se/Bomb7.wav,se,.wav,29778,9d7651f6a67e684592ee4cc95fc441c4a5d10868fca7ecb5f328393c5486b15e,,,1.348,,
se/Bomb8.wav,se,.wav,17108,e0cedfe2e5ce3010960489676480e4fbba2b9392ef9e7484e6999f64fa3c1d4a,,,0.774,,
se/Bonus.wav,se,.wav,98990,53083edf516668155b4c14c4a0f45b87eac5e3e5e87fbc65fdbdbcba7c602ff9,,,1.122,,
se/BossApproach.wav,se,.wav,12610,e0191b824e13a4519f285e012383b03b60952b6d820fe19d801d663829d82b12,,,0.570,,
se/BossLife.wav,se,.wav,4252,49cc322bf158c4dfbf162bd692825ba999d53e38f6712e05c59206012974d4f1,,,0.191,,
se/BossSE1.wav,se,.wav,20068,7a5e1c953a01a87ca83395eb1e795d079a3685d9e6d9f55cbea9b6df2a5f846b,,,0.908,,
se/BossSE10.wav,se,.wav,19632,8441521c631704654c2e1fe20ffe85b88211ff3bbd26cea9e3669fccd6774bf1,,,0.888,,
se/BossSE11.wav,se,.wav,4252,49cc322bf158c4dfbf162bd692825ba999d53e38f6712e05c59206012974d4f1,,,0.191,,
se/BossSE12.wav,se,.wav,79806,c0fc3b5047ff5ddaab2ffdf14f3f17206a8585a49bcdb4377ab126686a52e074,,,0.904,,
se/BossSE13.wav,se,.wav,7980,bb821e3f34c56e41b08c099a33e36c3dbd2af0c573d6a7ce2f4255c47f3b6aa2,,,0.360,,
se/BossSE14.wav,se,.wav,5356,8626d10100c94010103e8a35d3873b0719dc03dfef2d685bee892984e66b79a5,,,0.241,,
se/BossSE15.wav,se,.wav,24588,32efdadabcb361f403e01bdb668f0a4e1c7d74385feaec332ef0ddd498185d7d,,,0.557,,
se/BossSE16.wav,se,.wav,15418,069b919ee1f129d4f0dda9e0b7c0c8be2f35635dde4c129fd9065ef45309af87,,,0.697,,
se/BossSE17.wav,se,.wav,24518,c5fb16c236785110d3847d3c4a3e610892c4913e5b7501a756484207a543072c,,,0.277,,
se/BossSE18.wav,se,.wav,24356,182ce317cc90114bc05ea8a22c9c2aa212be95272badc93369dc391e31edcd11,,,0.551,,
se/BossSE19.wav,se,.wav,18488,1f630ad19e648ffccd26ab04f5d3984ced6b1e1ea43c93e92cdae8b97e3299f9,,,0.836,,
se/BossSE2.wav,se,.wav,18453,43e211948281f1a172d8209cfa99f8dc40f851426e447c616f71f0b54581c8aa,,,0.835,,
se/BossSE20.wav,se,.wav,13364,f330f78ba22122e741bf826f2243b1667c82f07c45b5338b029f1a2095d63a92,,,0.604,,
se/BossSE3.wav,se,.wav,38418,70c746b0e255e7dfc9af9894b7c204086b6fa6c4db52718786a3309bb697d2f4,,,1.740,,
se/BossSE4.wav,se,.wav,8002,ea9f1396dcf2ddc9aa68c9b8f5f2986856e8f4822cbf0a7cc754f9ec95b57036,,,0.180,,
se/BossSE5.wav,se,.wav,15760,a24a3e8fc81df7b63a70b313160a19f3a57ece7a0a1257df5234971fe76ca6a0,,,0.712,,
se/BossSE6.wav,se,.wav,24772,5c27e388763e68a092fe1a26b8029fbd7b9c017c34ece9e6bda0348dc2e9b06f,,,1.121,,
se/BossSE7.wav,se,.wav,116380,ba59effd30712afb3ca962b3672818050b7bd170d9d3f8bca2e70eb0352164ee,,,1.319,,
se/BossSE8.wav,se,.wav,26628,ac596263062a60eb716c09e0c1a3276056fe90fe1a30e8994924478a28fd31cc,,,1.205,,
se/BossSE9.wav,se,.wav,89506,5659f341cef87710f3dcc6563ec14f0ad5a4582a75bbdd74f652e77f2e2fe33d,,,4.057,,
se/BossWeaken.wav,se,.wav,2086,93fd6b78da86a82eba2190181c21e21a9eb9a18361d3d350c370754849aa29c1,,,0.184,,
se/Bullet1.wav,se,.wav,16290,02c87bcedf14c1b7913c6d23a41e32af7595b70311e6ba6a8cecf4ca333fd735,,,0.368,,
se/Bullet2.wav,se,.wav,10630,02e1b9be660aa6f9b99dc50930484b7678f74a50a8ae1e2b45cb8697a706c73e,,,0.480,,
se/Cancel.wav,se,.wav,8526,667b562535a22e8264f0900c130dd6299cf124d150e061ae128621181e207b83,,,0.192,,
se/DreamPower.wav,se,.wav,36965,21885612ee7fba9fc90e4608261edc9a4ed293a63cda615daec10ad3fb5824e8,,,0.837,,
se/EnemyDown1.wav,se,.wav,20870,2edd32046e563e2d9ea594977ee6464f45b96aea942eaf625b53f8d6d5f1f130,,,0.472,,
se/EnemyDown2.wav,se,.wav,34433,6bb66c636b392bbd9657a2fb3c2ba80b410aec45f00e4882b4249b2057d4dfa2,,,1.560,,
se/EnemyDown3.wav,se,.wav,58600,76e4ec44da7cb58a386ce7268e70aad7f2602443f6bb46f9812ad018c175db28,,,2.655,,
se/Enter.wav,se,.wav,18401,7b2f1681b8b86a625c23bf65e250e91bac43e61dc181c42beb4c9ac4dc4a46e7,,,0.416,,
se/Error.wav,se,.wav,4428,fee70cd772042b50cb492b2fced0152bcb05011b4ad9f34dbd3630ae40510098,,,0.198,,
se/Extend.wav,se,.wav,32372,4186d027dcd9420fa27069b8beafc52720148370092fff801bb504afb8f2bd50,,,1.466,,
se/Fever1.wav,se,.wav,38418,70c746b0e255e7dfc9af9894b7c204086b6fa6c4db52718786a3309bb697d2f4,,,1.740,,
se/Fever2.mp3,se,.mp3,100224,6f086c4f6812ac855bf2d96c84d22867f817b7f906b00dc5e8e5f7ec34df33b5,,,4.053,,
se/Fever3.wav,se,.wav,17276,2a7e247fbee4d5484454960f971616875720d2955ed47f65b217af480f559d08,,,1.562,,
se/Fever4.wav,se,.wav,28758,afd936286074ad49ee7ac4689495b376d3a5ec2cdc0732b01eff99302a98ea19,,,1.302,,
se/Graze.wav,se,.wav,10796,aaed8210e67852dd767981dc16d77a3c0ebb1f1f0ef542391218e7223d8ce381,,,0.122,,
se/Guard.wav,se,.wav,44515,51bccfe7010080b2dd1c6350d39dcc3cd969a7ffd3dbcdc9b582b2e0886603ff,,,1.008,,
se/Item1.wav,se,.wav,10924,996bdc5a61c8b90d4e6109c7a6c6627477e5725a2ef85fb354bc1f4596f5ec3f,,,0.247,,
se/Item2.wav,se,.wav,7312,aa7a808a7c02bbb25c023342c8ea8c106b50f125f6e7cdea524512bc10ab7396,,,0.165,,
se/Item3.wav,se,.wav,54316,5326c2eae8148f34e33dcdfbb849cbea103535a3400f6391ec2b488486505570,,,1.231,,
se/Miss.wav,se,.wav,20958,2df1bf9bed98e366b18e95131a50290634173971b20c6ee0b58e5087e3609df9,,,0.948,,
se/Miss2.wav,se,.wav,27926,3662ef4d949abe1fe8f03e7a7dde73454dcf86b9f30ab332d2f42dbefd19bf7b,,,1.264,,
se/Notice.wav,se,.wav,32802,c790173a4eed8baad81272d37d628618524b25fdb5a5efbb88b23d6371958db0,,,1.364,,
se/Opening1.wav,se,.wav,2875,4a625e6c2bcf63268521feb6a72208e8759e7e377deed4ab7535d766fddfffd5,,,0.128,,
se/Opening2.wav,se,.wav,5500,e88032b92fb0bdddc825770af8c673d1d0154cf5eaaf455f88e6b1b82c73dfca,,,0.247,,
se/Pose.wav,se,.wav,12298,211952517cb041987320e1c794ef0d405886e211cc134c2013c2b8b260e16870,,,0.555,,
se/Select.mp3,se,.mp3,27072,d1a9d30ebe430f534f8d6efac2c0709a4ee04a7dfa732d6c8e497b66c09380f3,,,1.056,,
se/Shot1.wav,se,.wav,3184,2c058af29f3a529f50b5315ea891d3189949a4da53cf8bab1ef709c5eaeca072,,,0.142,,
se/Shot2.wav,se,.wav,17380,db0f902c11b329a46de494bf1fa9d4e2ed80d3530a59dbb204ee63a830ebb288,,,0.786,,
se/Shot4.wav,se,.wav,29462,e5194e81b13ad83e8a22e8aaf63d59552a46779026a4079bdf5749d4193a499a,,,1.334,,
se/Shot5.wav,se,.wav,18488,1f630ad19e648ffccd26ab04f5d3984ced6b1e1ea43c93e92cdae8b97e3299f9,,,0.836,,
se/Shothit.wav,se,.wav,5980,d6b76dac2e751c72ca08814cc0af70e451064f3aa691e70f8c418263c6215ec6,,,0.269,,
se/Shothit2.wav,se,.wav,9480,8f6f6c1f7eed709c9f3fcf9a7845fe48132eb71cf69b35a4cac1377a6954643b,,,0.427,,
se/Switch.wav,se,.wav,1404,1402ec7c0d9a2013afa6a28f72f02edbe0e68cc40cb73fd2d6679b198491cfc6,,,0.122,,
se/Text.wav,se,.wav,4310,b21b11a594da4c041270e4195cf0fb19fab71baebba4e1abd5da2f9aa4da3380,,,0.193,,
se/Text2.wav,se,.wav,4212,c71a9983b572a465e67309ffd5d7e5ba2c782ddd2d0d4002e5767e49b49c6579,,,0.189,,
se/Timer.wav,se,.wav,7719,1c8fc2cdc5fdbfc8c1c0c388c8eb813dd35f0ea23a7bc385fc9f49bf5f3d6f42,,,0.348,,
stage/Boss.png,stage,.png,3076542,e638ca3e1d151caf940322b9f3335c777887b3bc0aaa013549861bc2e98805ee,2000,3200,,,
stage/BossApproach1.png,stage,.png,117969,36b6aa21e065d338265080d16fd26e1d2751b560d446725b4bb63bb0ed720a0b,400,1400,,,
stage/BossApproach1_ch1.png,stage,.png,114080,8468f1e17f0c580c0177927cee7118ff5d2b1d515f1f391bdb77f73800dce14d,400,1400,,,
stage/BossApproach1_ch2.png,stage,.png,115441,0143ece8991b2bd5d747f58ccec7af31cc356d3e0568ea7653a641ad0b680089,400,1400,,,
stage/BossApproach2.png,stage,.png,7870,0497747420409b956de71cbb80916549b0c7fd2fe1fbe9c862440f92c3cbb8f5,600,150,,,
stage/BossGauge.png,stage,.png,12653,4a4e56a58a5a489118f76a709e9202d69e4e8618f0aee36421414e39dcb0da58,500,300,,,
stage/BossName.png,stage,.png,47834,f6ec4a4381a21c757702cf250069b3504e78aeeb6b365468c05482dde6513a20,400,660,,,
stage/Bullet.png,stage,.png,41010,91faaf086ba18d6825419d8d05d51f64bae4662985802af07c7426334b10386d,600,240,,,
stage/EnemyGauge1.png,stage,.png,395,00dc380a26564bbe45805a6c0599b8d6e38fe3846935684a34a6104b66459efe,246,48,,,
stage/EnemyGauge2.png,stage,.png,135,162ff58121c39b8b9263cfa96a57fb6e44c512c5c789796ca1b3e1bbc21d3cc3,240,10,,,
stage/Enemy_l.png,stage,.png,8470100,17257a82933233312b34d0b70a09ef6a950962aef4af0e00f8d7c40efd904239,6000,6600,,,
stage/Enemy_m.png,stage,.png,2990920,d8827eb7e9ff76f81a84f0345877a335d6ba9ce9206a9e4a8746789be4c65b30,2000,4600,,,
stage/Enemy_s.png,stage,.png,830788,9b2b70a7e62a1c906c6a3f9e361e11980bb3f666e0f8ae9309e57e3bbb6c2e7e,1000,1700,,,
stage/Enemy_xl.png,stage,.png,466585,9eff4f363b88b8947f0bb293075f28be87c75a1315ee6901bff0264da9591f61,3200,1600,,,
stage/Stage2Back.png,stage,.png,2700162,b403ff14d5616d93ccc3af4e798a350503ef955f3d7fbaabc71792d1af1aa235,720,8400,,,
stage/Stage3Back.png,stage,.png,369488,8d3c8bec51d396c058822a42dbece6887114031ad0bf76bbf151ab4206b933a2,720,7400,,,
stage/Stage6Back.png,stage,.png,2303991,e467b31cc05a4471390a43215a4c0d8808ae3ff542b9beca8ecfcdc42d70da3f,720,10550,,,
stage/Stage8Back1.png,stage,.png,4263297,58db34f9ce86a57f538650d3819bf7678dfda7d45834cb6044b41d6939e46495,720,5700,,,
stage/Stage8Back2.png,stage,.png,457117,7dcc384c5cc6be699b4dda25b6802583ffdacd649f83a2f11f44d63e96294c44,720,5700,,,
stage/StageBack1.png,stage,.png,8890467,300aabb5fc46543f66fab159b707941ddf2ebddfa907fdb86160b20540ce6157,7200,2560,,,
stage/StageBack1b.png,stage,.png,6696009,b3d4c2d51170484ae8acc9676267d398fedc2796054df742618c269c4ce9172e,7200,2560,,,
stage/StageBack1c.png,stage,.png,8486389,6f2e74d4328011aba4bd01a08e48b69b487b75b6be5dd7ca6260f56c0541b04f,8640,2560,,,
stage/StageBack1d.png,stage,.png,7216789,17859f54f7d34972a79f30acee037b1186581bc39ba1aed66bf49eb743b6c208,7200,2560,,,
stage/StageBack2.png,stage,.png,1194912,6876e48920b43219441c9b7ebf44ff2de8e37ed88fcb686ea0f8f6acb2d247d3,7200,720,,,
stage/TutorialButton.png,stage,.png,44002,fb6cf02b89453122976acf3a8aed99e717cdfa36453b7eed8d2da5a324d6ec47,240,1280,,,
stage/TutorialPanel.png,stage,.png,723483,8706e3dfa5e122d3c406233ed39b65100c78654e3a7ee589c2bc1d55f0759a99,1800,720,,,
stage/TutorialPanel_ch1.png,stage,.png,728022,d446c338208a048dde2c483120dece66fdd09567bc0384f21645ffe4f67d769e,1800,720,,,
stage/TutorialPanel_ch2.png,stage,.png,736093,a4be9f77c80892112a301dc58b9d2eeb1cd992ee7ca0c7c442e95aa77bab6e8c,1800,720,,,
stage/TutorialPanel_eng.png,stage,.png,715087,6ba6a62170d0a10440635e48c53b9726e9a644877b6946618125de1b70d4811e,1800,720,,,
system/BetaLogo.png,system,.png,38405,88d29886b486d7d3cdf63ae6e56a44942369c630a62051e910317d1167aa1077,500,320,,,
system/ConfigMenu.png,system,.png,47702,4ad6278989ff47a53fe136861490c053ea3378effc2f46bebdc53d7cc67bf482,240,800,,,
system/ConfigMenu2.png,system,.png,40217,506c0384b6e13751f8b73bd9b0cdea3fea6d6395bc9c7ebbeb700d870d395113,240,600,,,
system/ConfigNumber.png,system,.png,3977,a98f4a5637bb4dcf9746f2edbce02ae8b1cea17902bdb20541e919e27d431b56,30,440,,,
system/Credit.png,system,.png,248156,ca01e5cbb4c94d2fc0ed0adb9fe5764193e1f06c70bcfff04b03c1c8837395bc,550,3300,,,
system/DemoEnd.png,system,.png,306495,37d2a6af21515559fd6ea1c8e7d708f50340c6a80e80cea3b0d5c99f86a95809,1280,720,,,
system/DemoLogo.png,system,.png,38559,287efa33777831c13802155fd969ff9462bd11c6924d4cf6e6d3adfa667a17b1,500,320,,,
system/DifficultyTips.png,system,.png,65095,0f75d195a35772caad141c339268e22697655c8e41bf5253e2a2d6a7e7d76f7c,300,720,,,
system/DifficultyTips_ch1.png,system,.png,73470,07d5cc4a2ff41a4f314bfc3a5799b9bf2b56241ce1a3c6518b88d49c231d1d1c,300,720,,,
system/DifficultyTips_ch2.png,system,.png,79433,b3e3e803c7b9ae45e267d0e71a995909afd5e3810f9f64c4c7cefc0489825306,300,720,,,
system/DifficultyTips_eng.png,system,.png,61397,c86c03f93bd187b22de035b6675ddc1ea4f4183e35ba72e25fa916b8a669efd9,300,720,,,
system/Ending.png,system,.png,10458541,1f70d571a055c181e6ba3c10883feb8e3a6c7aacb76d8d4d3044bc437bb3ad5a,6400,2160,,,
system/EquipMenu.png,system,.png,539255,7b9570bd87a83a70108639c1754f9a34f4d313fec56220c5d142f62277ec30e3,1800,1200,,,
system/EquipMenu_ch1.png,system,.png,537877,93619aa6d7f8e5a33bceb06ae024f6dad38f84929fb49db9a3ba75b23aff80f0,1800,1200,,,
system/EquipMenu_ch2.png,system,.png,538448,ecdcd3857782d4f2cd263fd18e22a6f23fe1acc754cd01871296bb098337b0cf,1800,1200,,,
system/KerPromot.png,system,.png,16500,b1c7ade21806fcdb3f74b77d9097a5ce388768d53f62b36832a9df2d10642b2c,140,560,,,
system/KerPromotButton.png,system,.png,60634,b0540451881d43f885de2e40e59b200a5a4baefb3a559d918d3936a0a3372b0d,600,200,,,
system/KerPromot_ch1.png,system,.png,21062,bb4f4ae875474cd0af635d108ae2f025b3a0e155b3094e4c4fdc9cd9e07100fe,140,560,,,
system/KerPromot_ch2.png,system,.png,21375,ca1780061553ef2d5475bfd3f801c8fdea9703777ebf65eec166c6fef68a5830,140,560,,,
system/KerPromot_eng.png,system,.png,16181,c0cb177cba9ec438436161138be80a0bed598e4a27d3e2af51058da9dcd6a581,140,560,,,
system/KerboardPromot.png,system,.png,50695,f5297ed37aa396c7007cdd1098f884a6585bf0732b573dd531434f495b429bb3,400,440,,,
system/KeyConfigMenu.png,system,.png,41308,55fefa513df7cf1d15f7bd00c942ba14c4c00ec960843c7a5b84f5bc9704b907,240,840,,,
system/Manual.png,system,.png,1864781,e6ca59a78c7090c261a1505aec1426bab24945879849721b5499ef03ae6892bb,800,6160,,,
system/ManualMenu.png,system,.png,20509,a789e0a1fca2a1d41173339298bb890fb7361efe19229b6d9490e737019646dd,180,360,,,
system/ManualMenu_ch1.png,system,.png,28972,4ca4a625654ce27084d3994e0bdd8da0a215ee397bb6810bc3303fb54992fad6,180,360,,,
