relative_path,category,extension,size_bytes,sha256,width,height,duration_seconds,encoding,line_count
stage/Stage8Back2.png,stage,.png,457117,7dcc384c5cc6be699b4dda25b6802583ffdacd649f83a2f11f44d63e96294c44,720,5700,,,
stage/StageBack1.png,stage,.png,8890467,300aabb5fc46543f66fab159b707941ddf2ebddfa907fdb86160b20540ce6157,7200,2560,,,
stage/StageBack1b.png,stage,.png,6696009,b3d4c2d51170484ae8acc9676267d398fedc2796054df742618c269c4ce9172e,7200,2560,,,
stage/StageBack1c.png,stage,.png,8486389,6f2e74d4328011aba4bd01a08e48b69b487b75b6be5dd7ca6260f56c0541b04f,8640,2560,,,
stage/StageBack1d.png,stage,.png,7216789,17859f54f7d34972a79f30acee037b1186581bc39ba1aed66bf49eb743b6c208,7200,2560,,,
stage/StageBack2.png,stage,.png,1194912,6876e48920b43219441c9b7ebf44ff2de8e37ed88fcb686ea0f8f6acb2d247d3,7200,720,,,
stage/TutorialButton.png,stage,.png,44002,fb6cf02b89453122976acf3a8aed99e717cdfa36453b7eed8d2da5a324d6ec47,240,1280,,,
stage/TutorialPanel.png,stage,.png,723483,8706e3dfa5e122d3c406233ed39b65100c78654e3a7ee589c2bc1d55f0759a99,1800,720,,,
stage/TutorialPanel_ch1.png,stage,.png,728022,d446c338208a048dde2c483120dece66fdd09567bc0384f21645ffe4f67d769e,1800,720,,,
stage/TutorialPanel_ch2.png,stage,.png,736093,a4be9f77c80892112a301dc58b9d2eeb1cd992ee7ca0c7c442e95aa77bab6e8c,1800,720,,,
stage/TutorialPanel_eng.png,stage,.png,715087,6ba6a62170d0a10440635e48c53b9726e9a644877b6946618125de1b70d4811e,1800,720,,,
system/BetaLogo.png,system,.png,38405,88d29886b486d7d3cdf63ae6e56a44942369c630a62051e910317d1167aa1077,500,320,,,
system/ConfigMenu.png,system,.png,47702,4ad6278989ff47a53fe136861490c053ea3378effc2f46bebdc53d7cc67bf482,240,800,,,
system/ConfigMenu2.png,system,.png,40217,506c0384b6e13751f8b73bd9b0cdea3fea6d6395bc9c7ebbeb700d870d395113,240,600,,,
system/ConfigNumber.png,system,.png,3977,a98f4a5637bb4dcf9746f2edbce02ae8b1cea17902bdb20541e919e27d431b56,30,440,,,
system/Credit.png,system,.png,248156,ca01e5cbb4c94d2fc0ed0adb9fe5764193e1f06c70bcfff04b03c1c8837395bc,550,3300,,,
system/DemoEnd.png,system,.png,306495,37d2a6af21515559fd6ea1c8e7d708f50340c6a80e80cea3b0d5c99f86a95809,1280,720,,,
system/DemoLogo.png,system,.png,38559,287efa33777831c13802155fd969ff9462bd11c6924d4cf6e6d3adfa667a17b1,500,320,,,
system/DifficultyTips.png,system,.png,65095,0f75d195a35772caad141c339268e22697655c8e41bf5253e2a2d6a7e7d76f7c,300,720,,,
system/DifficultyTips_ch1.png,system,.png,73470,07d5cc4a2ff41a4f314bfc3a5799b9bf2b56241ce1a3c6518b88d49c231d1d1c,300,720,,,
system/DifficultyTips_ch2.png,system,.png,79433,b3e3e803c7b9ae45e267d0e71a995909afd5e3810f9f64c4c7cefc0489825306,300,720,,,
system/DifficultyTips_eng.png,system,.png,61397,c86c03f93bd187b22de035b6675ddc1ea4f4183e35ba72e25fa916b8a669efd9,300,720,,,
system/Ending.png,system,.png,10458541,1f70d571a055c181e6ba3c10883feb8e3a6c7aacb76d8d4d3044bc437bb3ad5a,6400,2160,,,
system/EquipMenu.png,system,.png,539255,7b9570bd87a83a70108639c1754f9a34f4d313fec56220c5d142f62277ec30e3,1800,1200,,,
system/EquipMenu_ch1.png,system,.png,537877,93619aa6d7f8e5a33bceb06ae024f6dad38f84929fb49db9a3ba75b23aff80f0,1800,1200,,,
system/EquipMenu_ch2.png,system,.png,538448,ecdcd3857782d4f2cd263fd18e22a6f23fe1acc754cd01871296bb098337b0cf,1800,1200,,,
system/KerPromot.png,system,.png,16500,b1c7ade21806fcdb3f74b77d9097a5ce388768d53f62b36832a9df2d10642b2c,140,560,,,
system/KerPromotButton.png,system,.png,60634,b0540451881d43f885de2e40e59b200a5a4baefb3a559d918d3936a0a3372b0d,600,200,,,
system/KerPromot_ch1.png,system,.png,21062,bb4f4ae875474cd0af635d108ae2f025b3a0e155b3094e4c4fdc9cd9e07100fe,140,560,,,
system/KerPromot_ch2.png,system,.png,21375,ca1780061553ef2d5475bfd3f801c8fdea9703777ebf65eec166c6fef68a5830,140,560,,,
system/KerPromot_eng.png,system,.png,16181,c0cb177cba9ec438436161138be80a0bed598e4a27d3e2af51058da9dcd6a581,140,560,,,
system/KerboardPromot.png,system,.png,50695,f5297ed37aa396c7007cdd1098f884a6585bf0732b573dd531434f495b429bb3,400,440,,,
system/KeyConfigMenu.png,system,.png,41308,55fefa513df7cf1d15f7bd00c942ba14c4c00ec960843c7a5b84f5bc9704b907,240,840,,,
system/Manual.png,system,.png,1864781,e6ca59a78c7090c261a1505aec1426bab24945879849721b5499ef03ae6892bb,800,6160,,,
system/ManualMenu.png,system,.png,20509,a789e0a1fca2a1d41173339298bb890fb7361efe19229b6d9490e737019646dd,180,360,,,
system/ManualMenu_ch1.png,system,.png,28972,4ca4a625654ce27084d3994e0bdd8da0a215ee397bb6810bc3303fb54992fad6,180,360,,,
system/ManualMenu_ch2.png,system,.png,29238,4de9c0ef89f016c8da6edbc81b094215735629ca530d9b48aa3c35370d42ad31,180,360,,,
system/ManualMenu_eng.png,system,.png,17870,bcd941e891999844e527aa82247cb04b8cc012cf8130bdacf2860f4b64d2f011,180,360,,,
system/Manual_ch1.png,system,.png,1700871,f4086bcaff65aa18e19997971f8453757c8c9892a62c59f83b2c9acc8ae37339,800,6160,,,
system/Manual_ch2.png,system,.png,1734145,2bfbc6244c9a542493001d0da41a3d36adedeb26e948104f867afdf3a97d6c7c,800,6160,,,
system/Manual_eng.png,system,.png,1575851,da287264a409783d954e003dcb747c3b6e2e6e0209aff3486dc7527ac43ca4b8,800,6160,,,
system/MapMenu.png,system,.png,34639,3e2ec1579d05044b57b7bb11b28630574978a637e739a6d1d5a4e9b0b0fe3ade,400,840,,,
system/MapMenu2.png,system,.png,42827,527c5af3475dbf8043e357f68a4f3e89ce19bb20e94e3d539d86bcaabbea78d4,240,1600,,,
system/MapMenu2_ch.png,system,.png,40939,efd6931201781c38b87b4277eef424f009efacc7569a8586da09da8d73dad484,240,1600,,,
system/MapMenu_ch1.png,system,.png,40884,5f5d54e39466a89b24b64f27d1618d348a06f441c5180f06bcb268fd3617c033,400,840,,,
system/MapMenu_ch2.png,system,.png,41191,1b93d1c5314f1cbf3b2236b232a5d765d22ddd0e9fed5d7c036811ef38898575,400,840,,,
system/MenuTitle.png,system,.png,35323,2bb9ab92b70c7f99e4df3d03ee82472a91216250ab96b3843fc4a8207b4340ff,320,1040,,,
system/MenuTitle_ch1.png,system,.png,41496,30478db0d4641e993643a3eed0065540227e3e1144dc98947c38ee32ec33148f,320,1040,,,
system/MenuTitle_ch2.png,system,.png,42408,6a9def01f50fd46a92f12e021bbee7fb6d3f95a63737f027557c0cd347c511ed,320,1040,,,
system/NowLoading.png,system,.png,2399,a6a876730c1d660e5d280005f868d8d0a7ae7310bb44c2fd246030356526a1fe,280,30,,,
system/Num_l.png,system,.png,22102,889547fbc9c73ba074adc64e10452464b6353ba8c5103503eaa735fd8478c1cb,672,72,,,
system/Num_m.png,system,.png,11023,7bf0cd8b4d89aa148452a8ed9f8f4bd4d8b1539d3a6ce594f842a71782853839,320,48,,,
system/Num_s.png,system,.png,3156,ced6d0f479fcc2faf179235d4ffe217846d4c41fbeb029a878d39f8284f0a001,280,30,,,
system/Opening.png,system,.png,5114628,9cff9b16f8e8979f2ed92b3ec6c95b48eb0ab5a871f1582255acee7fe5bdd3f9,6400,3600,,,
system/PracticeMenu.png,system,.png,36622,09bb1983554f0a891d6ea33bf5e5c373ac27465811fa4a178650c52423e3ea1d,240,800,,,
system/RankingNotice.png,system,.png,74363,02b99db32e0210e285debecba868b22d768dd8e4d2c6bdcfeba6c2d563f1b74e,640,840,,,
system/StageFrame.png,system,.png,97232,a3e68637d53b7edae0736a6e581b60bb426eb2349541dfffc4b4cca2225ac6db,1200,720,,,
system/StageFrame2.png,system,.png,1585788,e3557f3abe9b3f67d17269fa7dd8ff22e2a391ee3007d8c49a4d64b694e7325c,1950,900,,,
system/Stand.png,system,.png,5661412,c2df6a5e4a04b05a8aca7f00431af335fd8546e5cf0be28e044382868abd110f,8000,5000,,,
system/Starting.png,system,.png,715689,7c2cc9796b9a813c4629bd9afbf8e9ff85250133b349c522349079a1c89bdeac,1280,720,,,
system/TextBox.png,system,.png,5521,d756a78a7aa925039aca5df23573dbdfa383f9e2f6a2ee03beb79fcb533f3adc,600,200,,,
system/TextIcon.png,system,.png,87174,d48b624397511d4739cabbe0b923e3a62b084ec07a1ad68ca45256838b6be53a,800,160,,,
system/TitleBack.png,system,.png,164965,3c7853cdbcf7b13cef61ff7fe960904983601125a8b378f52cacfb038982ff5b,1280,720,,,
system/TitleLogo.png,system,.png,34578,92819779a31108f6cd08882f09afe959ad25b8c0db9a249c8311c755f782f673,500,320,,,
system/TitleMenu.png,system,.png,20013,5518e8c27aac3a3498277ed7e518b6c7e7add1500ea8505eb016d6f7ed672854,540,540,,,
system/TitleMenu2.png,system,.png,8165,27798d1ea8faa1b2e82e5c4eb8ea9d41069a28f37ffffde2a5e2f5f9f6c2ead5,300,270,,,
system/TitleMenu2_ch1.png,system,.png,11643,0ed9f708bf2fe04744228ca1adb362d78f190ef7cf376c4de3cc51a7dcf9300e,300,270,,,
system/TitleMenu2_ch2.png,system,.png,11748,19b992a8259f7eeafb9d7d5d5b82c73c8ab67d18a37ff7bd6dfe13fa7e14451b,300,270,,,
system/WhiteBack.png,system,.png,5328,ede95a699f815ed1b894bc75e12dd0c97dd17f191cca578b856dd5b875c53679,1280,720,,,
